insert_date,close,scode,m1,m2,k0,k1,k2,k3,k4,k5,n0_ov,n0_lv,n1_lv,n1_hv,n1_ov,n1_cv,n2_lv,n2_ov,n2_cv,n2_hv,n3_lv,n3_ov,n3_cv,n3_hv,wc,wh,wl,wo,wcp,whp,wlp,wop
2019-04-18,60200,600794,10.87,8.66,3.32,9.78,4.39,7.79,3.26,-1.81,1.28,-0.73,-9.97,-1.16,-5.32,-8.31,-5.43,-3.99,-2.17,-0.54,-4.07,-0.74,0.93,3.33,2.83,5.28,-2.26,1.13,-1.27,1.09,-6.16,-2.9
2019-04-18,66000,000927,11.86,10,3.92,9.87,3.09,9.33,6.06,-0.49,0,-1.67,-7.88,1.21,-1.82,-7.42,-4.26,-1.64,0.82,5.4,-5.68,-1.62,-5.19,0.32,-2.83,2.83,-3.33,0.83,-4.42,1.15,-4.91,-0.82
2019-04-18,106300,000957,8.47,7.92,6.01,13,5.66,12.55,6.52,-0.4,1.97,1.45,-5.17,7.15,1.41,-4.8,-5.14,-2.47,1.48,4.55,-5.65,-1.95,-5.36,-0.68,-1.52,3.34,-1.82,2.03,-3.95,0.79,-4.25,-0.49
2019-04-18,35200,002638,11.39,11.04,1.44,8.66,3.41,5.51,2.03,-2.9,-0.94,-1.25,-4.83,3.41,0,-1.99,-2.03,-0.87,3.77,6.09,-3.07,-1.12,-2.23,4.19,2.34,9.06,1.46,3.51,1.45,8.12,0.58,2.61
2019-04-18,167800,002674,9.82,9.82,2.56,6.84,2.64,5.61,2.9,-1.15,0.2,0.2,-2.38,4.29,1.61,-1.25,-0.42,0.78,5.31,5.97,-0.97,1.83,4.24,9.4,8.92,14.31,3.47,6.41,9.78,15.21,4.28,7.24
2019-04-18,70700,000056,8.44,8.27,0.32,6.8,0,3.82,3.82,-2.79,1.56,1.4,-6.36,0,0,-3.68,-2.64,-1.91,4.55,8.08,-6.74,-1.26,-6.04,-0.84,0.15,5.69,-0.6,5.24,-1.76,3.67,-2.5,3.23
2019-04-18,92700,600213,11.42,11.02,0.59,6.16,0,4.49,4.49,-1.57,-0.95,-1.3,-5.5,0.32,0.32,-3.99,2.36,3.37,10,10,1.33,2.15,10.01,10.01,17.07,17.07,7.83,8.7,21.01,21.01,11.46,12.36
2019-04-18,66000,000980,10.18,10,2.32,7.94,3.19,7.09,3.78,-0.79,0,-0.17,-4.55,3.03,-0.15,-3.79,-1.57,1.1,3.94,6.14,-4.85,0.76,-4.55,0.76,-1.87,3.58,-2.18,3.58,-0.79,4.72,-1.1,4.72
2019-04-18,56100,002652,4.47,4.47,4.06,10.97,4.92,10.56,5.37,-0.37,5.29,5.29,-4.1,6.42,1.43,-3.74,-3.33,-1.48,1.85,2.78,-5.45,-2.18,-5.45,-0.55,-2.26,2.82,-2.26,1.13,-3.7,1.3,-3.7,-0.37
2019-04-18,81500,002210,6.54,4.49,8.64,15.8,9.96,15.8,5.31,0,5.26,3.24,-9.94,4.29,-5.15,-9.94,-2.59,-2.59,9.95,9.95,-10.04,5.33,-6.2,7.56,5.87,21.4,1.54,18.88,3.13,18.26,-1.09,15.8
2019-04-18,624000,002594,7.4,7.4,1.92,5.79,0.02,5.04,5.02,-0.71,2.41,2.41,-5.61,-0.14,-0.16,-4.94,-1.37,-0.52,1.37,4.18,-4.89,-0.22,-4.02,0,-2.2,1.9,-3.08,1.68,-2.71,1.37,-3.59,1.15
2019-04-18,105100,601633,9.71,9.25,2.35,9.02,1.09,6.51,5.36,-2.3,0.73,0.31,-2.95,5.8,4.66,-0.67,-3.64,0.19,1.05,4.89,-4.93,0,-3.6,0.47,-2.77,1.34,-4.11,0.86,-2.59,1.53,-3.93,1.05
2019-04-18,183900,600081,7.61,7.61,5.91,18.12,3.51,12.81,8.99,-4.49,2.21,2.21,-7.56,9.19,5.49,-3.21,-3.65,-3.65,1.97,6.01,-9.92,-0.94,-7.71,-0.94,-2.33,4.84,-4.66,4.84,-5.9,1.01,-8.15,1.01
2019-04-18,219500,002565,14.74,9.91,6.09,13.41,8,11.07,2.85,-2.06,0.1,-4.11,-4.51,8.29,0.27,-2.51,-5.84,-5.84,-4.49,0.93,-8.51,-2.4,-7.68,-1.76,-6.35,-0.35,-7.2,-0.99,-11.82,-6.17,-12.62,-6.78
2019-04-18,239900,002761,5.22,0,4.6,17.05,5.63,12.72,6.71,-3.7,10,4.54,-7.84,7.88,2.13,-4.29,-2.05,3.53,2.4,5.75,-10,-4.38,-10,-3.87,-10.98,-4.92,-10.98,-5.43,-7.84,-1.57,-7.84,-2.09
2019-04-19,49700,002593,8.99,8.28,-0.8,8.93,0,4.05,4.05,-4.48,1.55,0.88,-9.86,-1.81,-1.81,-5.63,-7.25,-3.84,-7.25,-2.99,-2.76,-1.15,-0.23,2.3,-3.77,-1.33,-6.21,-4.66,-7.46,-5.12,-9.81,-8.32
2019-04-19,49300,000592,6.48,0,2.15,7.62,0.84,6.43,5.54,-1.11,10.04,3.35,-9.53,-2.64,-3.45,-8.52,-3.55,-0.89,-2,3.33,-1.58,-0.23,5.43,9.5,4.25,8.28,-2.68,-1.34,3.33,7.32,-3.55,-2.22
2019-04-19,55300,002469,9.72,9.72,3.97,9.89,6.13,9.07,2.78,-0.74,0.2,0.2,-3.07,6.51,0.36,-2.35,-2.04,-2.04,0,4.81,-7.22,-2.22,-6.85,-1.3,-4.91,0.76,-5.29,-0.19,-6.85,-1.3,-7.22,-2.22
2019-04-19,42100,600815,13.48,9.64,0.26,5.85,0.48,3.48,2.99,-2.24,0.26,-3.13,-6.65,-1.19,-1.66,-4.51,-4.73,-1.49,-4.73,0,-3.92,-2.09,-2.61,-0.52,-5.81,-3.79,-7.07,-5.3,-7.21,-5.22,-8.46,-6.72
2019-04-19,100000,000958,12.87,10.01,1.88,12.7,2.65,9.63,6.81,-2.72,0,-2.53,-7.1,4.7,2,-4.5,-9.74,1.05,-9.01,1.15,-9.78,-2.3,-7.02,-1.04,-16.27,-10.88,-18.76,-12.02,-15.39,-9.95,-17.91,-11.1
2019-04-19,610200,603589,0.48,0,1.11,9.79,0,7.2,7.2,-2.37,10.01,9.48,-3.28,6.19,6.19,-0.93,-2.46,0.28,-1.8,1.92,0.12,0.12,5.51,5.8,3.32,3.6,-1.96,-1.96,3.61,3.89,-1.69,-1.69
2019-04-19,62900,000632,0,0,2.05,10.08,2.34,7.38,4.92,-2.46,9.97,9.97,-5.41,4.13,1.75,-3.02,-6.07,-4.1,-6.07,-0.66,-3.49,-0.52,0.17,4.19,-1.88,2.05,-5.47,-2.56,-5.9,-2.13,-9.34,-6.56
2019-04-19,106000,600379,9.62,8.05,1.58,9.03,1.76,5.88,4.05,-2.89,1.76,0.31,-4.91,3.68,1.89,-2.08,-3.37,-1.73,-0.29,4.82,-6.86,-2.42,-6.86,-1.64,-5.49,-0.2,-5.49,-0.98,-7.13,-1.93,-7.13,-2.7
2019-04-19,56400,600281,4.83,2.36,4.9,16.23,12.2,14.71,2.23,-1.3,7.41,4.87,-6.03,9.22,-2.66,-4.79,-6.52,-4.47,7.64,10.06,-10.03,-6.23,-10.03,-5.02,1.36,7.02,1.36,5.65,-3.17,2.23,-3.17,0.93
2019-04-19,85300,601949,11.65,9.22,1.21,4.82,0.62,4.55,3.9,-0.26,0.77,-1.42,-9.96,-5.63,-6.21,-9.73,-7.79,-2.73,-5.84,-0.91,-5.79,-0.97,-4.55,0.83,-7.61,-2.4,-8.81,-4.14,-10.13,-5.06,-11.3,-6.75
2019-04-19,44800,000753,4.67,2.99,2.82,10.51,0.22,9.98,9.73,-0.49,6.88,5.16,-8.71,0.89,0.67,-8.26,-4.14,-2.19,-3.65,0.97,-3.28,0.25,2.02,3.54,0.5,1.99,-4.73,-1.24,-1.7,-0.24,-6.81,-3.41
2019-04-19,113400,603626,10.1,9.35,-1.62,6.87,1.7,2.25,0.54,-4.32,0.58,-0.1,-6.26,0.18,-1.5,-2.03,-4.59,-1.8,-4.32,0.18,-1.88,-0.28,1.03,1.51,-1.56,-1.1,-4.4,-2.84,-3.33,-2.88,-6.12,-4.59
2019-04-19,53100,600237,11.32,9.48,0.28,9.44,0,5.83,5.83,-3.3,0.41,-1.24,-6.21,2.64,2.64,-3.01,-5.05,-2.33,-4.66,-1.36,-2.85,-0.2,-2.65,1.43,-4.97,-0.99,-5.17,-2.58,-7.18,-3.3,-7.38,-4.85
2019-04-19,242800,600459,7.86,0,1.39,8.83,1.93,6.07,4.06,-2.54,10.01,1.99,-10.01,-2.06,-3.91,-7.66,-3.66,-1.87,1.29,6.07,-10,-3.48,-10,-3.13,-7.09,0,-7.09,-0.36,-8.83,-1.87,-8.83,-2.23
2019-04-19,75100,002388,6.22,0.27,2.43,7.39,3.12,6.13,2.92,-1.17,9.66,3.51,-9.85,-3.2,-6.13,-8.79,-4.96,-0.44,-4.38,1.17,-2.9,-1.83,-2.9,2.29,-6.74,-1.76,-6.74,-5.72,-7.15,-2.19,-7.15,-6.13
2019-04-19,84800,002684,14.44,13.07,1.11,6.87,1.2,4.48,3.23,-2.24,-2.72,-3.89,-7.31,-0.94,-2.12,-5.19,-9.95,-2.49,-5.35,-2.49,-6.31,-3.29,-4.86,-1.58,-7.65,-4.46,-9.06,-6.12,-9.95,-6.84,-11.32,-8.46
2019-04-19,39700,000509,12.46,9.97,3.38,11.84,8.14,9.25,1.03,-2.31,0,-2.22,-4.28,7.05,-1.01,-2.02,-5.4,-0.77,1.29,4.88,-9.9,-2.28,-7.36,-1.52,-5.44,0.52,-8.03,-0.26,-6.17,-0.26,-8.74,-1.03
2019-04-22,147400,600136,9.51,9.35,3,9.25,0,7.89,7.89,-1.24,0.6,0.45,-8.28,0.2,0.2,-7.12,-2.78,-0.07,10.01,10.01,-4.85,3.45,-2.52,7.5,7.31,18.35,4.75,13.89,7.23,18.26,4.67,13.81
2019-04-22,57000,601001,11.98,10.04,3.05,5.76,1.38,5.76,4.32,0,0,-1.74,-2.46,3.16,1.75,-2.46,-1.26,-1.08,3.6,8.09,-2.78,-1.04,-0.52,3.12,4.18,8,1.82,3.64,3.06,6.83,0.72,2.52
2019-04-22,72600,002628,11.52,10.33,1.04,8.42,0.96,5.01,4.01,-3.15,-0.3,-1.36,-6.75,1.1,0.14,-3.72,-8.44,-0.57,-7.15,0,-0.92,-0.92,3.24,3.54,-3.6,-3.31,-7.48,-7.48,-4.15,-3.86,-8.01,-8.01
2019-04-22,25600,600157,11.79,10.82,2.72,8.68,1.94,8.23,6.17,-0.41,-0.86,-1.72,-5.47,2.73,0.78,-5.08,-2.47,-1.65,-1.23,4.12,-3.33,-1.25,2.5,3.33,2.93,3.77,-2.93,-0.84,1.23,2.06,-4.53,-2.47
2019-04-22,63900,000510,11.32,8.67,4.25,11.5,0,10.21,10.21,-1.15,1.2,-1.2,-6.1,4.69,4.69,-5.01,-6.1,-0.49,-5.27,0.49,0,0.87,2.96,3.83,-1.99,-1.16,-4.8,-3.97,-2.47,-1.65,-5.27,-4.45
2019-04-22,55600,002692,9.02,8.59,5.95,11.15,0,10.54,10.54,-0.55,1.39,0.99,-3.24,7.55,7.55,-2.7,-9.98,-4.44,-9.8,-3.33,-4.1,-1.64,-1.23,-0.2,-6.77,-5.8,-9.48,-7.16,-10.91,-9.98,-13.49,-11.28
2019-04-22,55100,600078,2.99,0,3.18,10.66,0,8.48,8.48,-1.97,9.98,6.79,-9.8,-0.18,-0.18,-7.99,-8.48,-2.96,-8.09,-2.56,-0.43,0.21,2.36,4.51,-3.05,-1.02,-5.69,-5.08,-5.92,-3.94,-8.48,-7.89
2019-04-22,257200,603716,12.07,11.68,1.73,7.02,0,6.44,6.44,-0.54,-1.5,-1.84,-7,-0.47,-0.47,-6.49,-4.37,0.21,-2,0.21,-1.57,0.68,1.78,2.38,-0.46,0.12,-3.73,-1.54,-0.25,0.33,-3.53,-1.33
2019-04-22,88600,600773,11.45,9.93,2.99,9.57,4.04,7.92,3.73,-1.51,0.12,-1.24,-4.51,4.63,0.56,-3.05,-7.8,-3.03,-5.24,-1.75,-1.47,0,0.74,1.35,-1.56,-0.96,-3.72,-2.28,-4.54,-3.96,-6.64,-5.24
2019-04-22,80700,002210,12.87,12.87,5.36,19.56,2.12,14.66,12.29,-4.1,-2.59,-2.59,-10.04,7.56,5.33,-6.2,-9.91,-5.28,-8.59,-0.53,-3.47,-0.72,0.58,3.9,-2.93,0.28,-6.83,-4.18,-8.06,-5.02,-11.76,-9.25
2019-04-22,171700,603110,10.77,10.42,5.65,12.16,3.67,11.62,7.66,-0.49,-0.38,-0.7,-4.72,6.87,3.09,-4.25,-6.2,-1.03,-4.99,0.36,-1.22,-1.22,-0.77,1.02,-4.73,-3.01,-5.16,-5.16,-5.72,-4.01,-6.14,-6.14
2019-04-22,52600,002711,11.68,10.04,2.9,7.93,5.28,7.31,1.92,-0.58,0,-1.46,-1.71,6.08,0.76,-1.14,-5,-5,-5,-5,-5.06,-5.06,-5.06,-5.06,-5.06,-5.06,-5.06,-5.06,-9.81,-9.81,-9.81,-9.81
2019-04-22,64100,601028,10.9,9.95,3.18,8.4,3.48,8.06,4.42,-0.32,0,-0.86,-1.56,6.71,3.12,-1.25,-6.79,-3,-5.21,-1.58,-8.17,-3,-4.17,-2.33,-6.35,-4.56,-10.26,-5.21,-9.16,-7.42,-12.95,-8.06
2019-04-22,176000,002788,0,0,3.46,7.09,0,6.72,6.72,-0.34,10,10,-1.36,5.62,5.62,-1.02,-4.94,-1.32,-4.02,-0.57,-0.54,0.36,2.51,2.63,-0.29,-0.17,-3.26,-2.39,-1.61,-1.49,-4.54,-3.67
2019-04-22,66800,002524,9.87,9.69,4.86,12.06,0,11.03,11.03,-0.92,0.33,0.16,-3.14,8.53,8.53,-2.25,-9.95,-3.52,-9.95,-1.84,-2.72,-0.17,1.36,3.74,-5.4,-3.17,-9.21,-6.83,-8.73,-6.58,-12.4,-10.11
2019-04-23,127400,002166,7.06,2.17,2.34,7.06,0.82,7.06,6.19,0,7.69,2.76,-9.97,-3.61,-4.4,-9.97,-9.76,-5.84,-8.28,-3.57,-7.98,-2.76,-7.51,-0.29,-9.91,-2.87,-10.37,-5.28,-15.17,-8.54,-15.61,-10.81
2019-04-23,180700,000610,9.52,9.52,4.66,13.53,0.87,13.53,12.55,0,0.43,0.43,-10.02,2.16,1.27,-10.02,-7.81,-5.41,-5.54,-2.58,-7.29,0.2,-6.38,2.02,-6.5,1.89,-7.41,0.07,-11.56,-3.63,-12.42,-5.35
2019-04-23,231000,002783,8.35,5,1.3,5,0.92,5,4.04,0,4.76,1.52,-10,-5.5,-6.36,-10,-10,-8.37,-7.65,-4.43,-10,-3.33,-10,-2.66,-9.29,-1.89,-9.29,-2.57,-16.88,-10.1,-16.88,-10.73
2019-04-23,100700,600860,12.77,10.18,4.16,12.68,1.96,10.64,8.51,-1.81,-0.11,-2.4,-8.34,3.28,1.29,-6.65,-2.87,-2.66,1.91,3.19,-10.02,-1.88,-10.02,-1.04,-5.79,3.61,-5.79,2.73,-8.3,0.85,-8.3,0
2019-04-23,174400,002567,8.59,8.59,1.37,11.99,2.78,6.51,3.63,-4.89,1.32,1.32,-5.28,6.08,3.21,-0.4,-2.13,-2.13,2.59,5.01,-4.88,-2.08,-1.74,5.61,3,10.71,-0.29,2.65,0.81,8.35,-2.42,0.46
2019-04-23,80100,600758,0,0,0.24,18.72,3.13,9.46,6.14,-7.8,10.03,10.03,-9.99,6.87,3.62,-2.37,-9.97,-7.16,-7.8,-1.02,-9.99,-7.07,-9.99,-4.99,-10.61,-5.65,-10.61,-7.71,-17.01,-12.4,-17.01,-14.32
2019-04-23,111400,002215,0,0,5,11.67,0.27,10.89,10.59,-0.69,9.97,9.97,-9.96,0.54,0.27,-9.34,2.48,4.95,10,10,-9.99,-8.19,-9.72,-5.67,-5.38,-1.13,-5.66,-3.77,-0.69,3.76,-0.99,0.99
2019-04-23,88600,000551,0.91,0.91,5.85,11.4,6.28,10.1,3.6,-1.16,9.07,9.07,-3.95,7,0.68,-2.82,-6.97,-5.81,4.76,6.85,-9.98,-2.99,-8.76,-1,1.48,10.11,0.12,7.89,-4.41,3.72,-5.69,1.63
2019-04-23,158000,002548,9.65,9.65,2.93,8.02,4.29,6.33,1.96,-1.57,0.35,0.35,-4.49,3.16,-1.08,-2.97,-4.7,0.85,-0.33,3.59,-2.55,-0.26,-1.44,6.02,-2.59,4.79,-3.69,-1.42,-1.76,5.68,-2.87,-0.59
2019-04-23,100000,600192,11.98,10.25,4.99,10.22,0.1,10.22,10.11,0,-0.22,-1.76,-10,-0.8,-0.9,-10,-3.33,-2.22,2.22,3.89,-10,-1.09,-10,-1.09,-5.91,3.41,-5.91,3.41,-8,1.11,-8,1.11
2019-04-23,67900,600353,11.86,10.23,4.01,10.02,0.29,8.79,8.47,-1.12,-0.16,-1.62,-8.84,0.29,0,-7.81,-3.99,-3.67,-0.8,-0.16,-8.37,-1.61,-8.21,0.16,-5.47,3.15,-5.64,1.33,-8.95,-0.64,-9.11,-2.4
2019-04-23,139300,002758,0,0,11.44,21.78,0,19.22,19.22,-2.1,10.03,10.03,-9.69,9.98,9.98,-7.75,-9.96,-4.75,-9.73,-2.1,-2.59,0.09,-1.03,7.16,-6.21,1.55,-7.68,-5.15,-10.66,-3.27,-12.06,-9.65
2019-04-23,382100,603681,8.55,4.83,12.44,22.22,9.74,20.33,9.65,-1.55,4.92,1.32,-10,10,0.24,-8.58,-9.82,-8.25,-7.47,-4.29,-7.64,-1.61,-6.53,1.42,-5.74,2.28,-6.86,-0.78,-13.51,-6.16,-14.54,-8.96
2019-04-23,157500,600975,9.22,9.22,2.35,9.53,2.45,6.95,4.39,-2.36,0.7,0.7,-5.4,3.62,1.14,-3.11,-2.16,-0.39,1.77,3.8,-2.12,-1.8,-0.97,6.25,1.18,8.55,0,0.33,0.79,8.13,-0.39,-0.07
2019-04-23,287400,603363,8.99,5.9,3.76,11.64,1.69,9.19,7.37,-2.19,3.87,0.92,-9.99,0.49,-1.18,-7.97,-5.48,0.11,1.13,4.99,-3.74,-0.67,-2.84,5.01,-1.85,6.08,-2.76,0.34,-1.74,6.2,-2.65,0.45
2019-04-23,239900,603533,8.75,7.97,1.39,5.39,1.88,4.04,2.13,-1.28,1.88,1.15,-3.29,1.92,0.04,-2.04,-2.43,-0.85,5.62,7.23,-7.29,-1.37,-5.52,-1.37,0.64,5.06,-1.24,5.06,-0.21,4.17,-2.09,4.17
2019-04-23,141000,002547,7.22,7.22,8.9,17.34,1.22,17.24,15.83,-0.08,2.57,2.57,-10,5.6,4.33,-9.93,-3.78,-0.08,10,10,-3.36,-2.65,7.37,10.02,18.2,21.12,6.38,7.17,18.11,21.02,6.3,7.09
2019-04-23,79900,000890,12.06,10.36,3.13,10.99,0,8.57,8.57,-2.18,-0.28,-1.79,-10.01,-0.13,-0.13,-8.01,-3.95,0.68,4.35,7.21,-4.82,-4.04,3.13,10.04,6.89,14.05,-1.35,-0.54,7.62,14.83,-0.68,0.14
2019-04-23,40400,002554,7.16,6.88,5.8,12.53,6.28,11.96,5.34,-0.51,3,2.72,-3.22,8.91,2.48,-2.72,-5.34,-3.05,0,2.54,-8.14,-1.53,-7.89,-1.27,-4.99,1.84,-5.25,1.57,-7.89,-1.27,-8.14,-1.53
2019-04-23,57600,000900,6.67,4.16,2.31,5.98,2.16,5.59,3.35,-0.37,5.53,3.05,-7.12,-1.56,-3.65,-6.77,-2.42,-0.37,1.49,1.86,-6.24,-0.92,-6.24,-0.73,-4.49,1.12,-4.49,0.93,-4.84,0.74,-4.84,0.56
2019-04-24,150600,600136,13.15,10.09,3.99,12.98,3.92,10.29,6.13,-2.38,-0.07,-2.78,-4.85,7.5,3.45,-2.52,-5.86,-3.61,-5.11,-0.41,-7.04,-2.37,-6.03,-1.29,-7.49,-2.83,-8.48,-3.89,-10.83,-6.34,-11.78,-7.36
2019-04-24,91900,002137,9.93,8.89,-0.43,6.95,0.89,3.18,2.27,-3.52,1.08,0.12,-7.62,-1.2,-2.07,-4.24,-10,-1.25,-9.55,-0.8,-3.52,-2.01,0.5,2.76,-7.94,-5.87,-11.62,-10.24,-9.09,-7.05,-12.73,-11.36
2019-04-24,78100,600235,12.37,11.57,-0.05,7.31,1.17,3.6,2.4,-3.46,-1.41,-2.11,-7.17,-0.38,-1.54,-3.84,-1.73,-1.2,1.73,6.92,-9.95,-5.76,-9.82,-4.71,-7.14,-1.89,-7.28,-2.96,-8.26,-3.06,-8.39,-4.13
2019-04-24,175800,600604,8.32,6.8,1.5,13.78,1.41,11.25,9.7,-2.22,3,1.56,-10.01,2.39,0.97,-7.96,-6.37,-2.97,-6.06,3.83,-8.55,-3.09,-7.96,-2.3,-10.89,-5.41,-11.46,-6.18,-13.54,-8.22,-14.09,-8.96
2019-04-24,150200,002451,10.44,9.16,2.5,7.42,1.77,6.68,4.82,-0.69,0.81,-0.37,-3.93,3.2,1.4,-3.26,-7.98,-2.13,-4.27,-1.72,-0.72,0.5,5.03,8.77,2.74,6.4,-2.88,-1.69,0.55,4.13,-4.96,-3.79
2019-04-24,112800,603128,11.68,9.83,1.42,7.38,0.45,5.86,5.39,-1.42,0.2,-1.46,-7.54,-0.71,-1.15,-6.21,-2.17,-0.47,-1.61,6.52,-4.23,-2.31,-2.21,2.69,-3.32,1.52,-5.32,-3.42,-3.78,1.04,-5.77,-3.88
2019-04-24,63500,000835,9.29,5.83,1.59,10.26,0,7.68,7.68,-2.34,3.99,0.69,-7.87,1.57,1.57,-5.67,-10.02,-3.67,-10.02,-2.5,-2.97,-2.78,-2.41,2.23,-8.84,-4.51,-9.36,-9.19,-12.19,-8.01,-12.69,-12.52
2019-04-24,75400,002211,12.37,7.71,2.73,18.94,4.41,10.98,6.29,-6.69,2.19,-2.04,-7.56,9.95,5.31,-0.93,-10.04,-9.91,-10.04,-4.42,-9.97,-7.74,-9.82,-5.06,-9.96,-5.2,-10.1,-7.88,-18.88,-14.59,-19.01,-17
2019-04-24,61700,600509,9.79,9.2,0.6,6.25,2,3.73,1.69,-2.37,0.71,0.18,-6.65,-0.81,-2.76,-4.38,-10,-2.54,-9.83,-2.2,-5.83,-2.26,-4.14,-2.07,-11.3,-9.39,-12.87,-9.57,-13.56,-11.69,-15.08,-11.86
2019-04-24,70000,002045,7.53,7.53,3.8,9.96,4.37,9.31,4.73,-0.59,2.36,2.36,-3.86,5.71,1.29,-3.29,-8.12,-2.22,-7.83,-0.15,-5.45,-3.21,-5.29,-0.96,-10.73,-6.65,-10.88,-8.76,-12.7,-8.71,-12.85,-10.78
2019-04-24,83100,002428,10.07,9.2,1.23,8.25,1.88,5.61,3.66,-2.44,0.79,0,-3.73,4.21,2.29,-1.32,-1.71,0,-1.1,7.2,-9.99,-0.62,-9.86,-0.37,-10.85,-1.46,-10.98,-1.71,-10.85,-1.46,-10.98,-1.71
2019-04-24,42000,000533,8.81,8.25,2.24,10.41,2.35,9.3,6.78,-1.01,1.57,1.05,-6.19,3.57,1.19,-5.24,-10.05,-5.78,-10.05,-4.27,-7.26,-2.51,-6.42,-2.51,-10.67,-6.93,-11.47,-6.93,-15.83,-12.31,-16.58,-12.31
2019-04-24,124300,600831,11.78,11.18,1.69,12.19,0.95,8.57,7.56,-3.23,-1.06,-1.59,-8.29,2.9,1.93,-5.23,-1.53,-1.44,10.02,10.02,-4.24,-3.55,-0.46,8.8,11.11,21.45,6.89,7.67,9.51,19.69,5.35,6.11
2019-04-24,59100,600868,10.26,9.44,2.97,15.6,2.84,11.82,8.73,-3.27,0.56,-0.19,-9.98,4.06,1.18,-6.94,-10,-4.55,-10,-3.82,-9.9,-9.09,-9.9,-5.05,-15.05,-10.48,-15.05,-14.29,-18.91,-14.55,-18.91,-18.18
2019-04-25,72300,600478,8.4,7.43,5.41,11.89,2.76,10,7.04,-1.69,2.44,1.52,-3.46,8.02,5.12,-1.8,-5.07,-4.37,8.03,10,-10.04,-3.26,-10.04,-2.48,1.62,10.16,1.62,9.28,-2.82,5.35,-2.82,4.51
2019-04-25,46200,600261,12.14,10.79,3.59,7.51,0,7.01,7.01,-0.47,-0.71,-1.9,-7.79,-0.87,-0.87,-7.36,-2.57,-1.17,1.64,5.14,-1.84,-1.84,5.06,10.11,8.04,13.24,0.95,0.95,6.78,11.92,-0.23,-0.23
2019-04-25,60800,002347,8.96,8.96,2.71,10.81,4.7,8.75,3.87,-1.85,0.9,0.9,-4.11,6.25,1.48,-2.3,-6.9,0.84,3.7,5.39,-8.44,0,-8.12,3.57,-5.51,6.51,-5.84,2.84,-4.71,7.41,-5.05,3.7
2019-04-25,116200,600073,9.11,6.61,1.04,10.71,0,4.32,4.32,-5.77,3.22,0.85,-9.98,-0.34,-0.34,-4.48,-7.39,0.45,-6.58,1.71,-3.09,1.64,-1.16,3.18,-8.07,-4.04,-9.87,-5.47,-7.66,-3.6,-9.46,-5.05
2019-04-25,58600,600853,8.52,5.59,5.52,13.66,6.96,13.66,6.26,0,4.13,1.31,-10.07,2.22,-4.44,-10.07,-10.06,-5.12,-9.87,-3.23,-8.63,0.42,-8.42,1.68,-13,-3.4,-13.2,-4.6,-17.46,-8.35,-17.65,-9.49
2019-04-25,36600,000536,11.59,10.24,5.9,11.01,6.09,10.69,4.34,-0.29,-0.3,-1.5,-5.74,4.64,-1.37,-5.46,-5.78,-2.6,-5.2,0.58,-10.06,-0.61,-10.06,1.22,-12.46,-1.48,-12.46,-3.26,-14.74,-4.05,-14.74,-5.78
2019-04-25,45700,600175,21.87,15.7,6.84,18.18,8.57,16.51,7.31,-1.42,-4.82,-9.64,-8.53,8.1,-0.44,-7.22,-5.42,-3.77,9.91,9.91,-10.09,0,-10.09,3,2.7,17.65,2.7,14.22,-1.18,13.21,-1.18,9.91
2019-04-25,322600,002733,5.22,4.06,6.05,12.07,3.99,11.84,7.56,-0.2,5.69,4.53,-6.23,5.08,1.05,-6.04,-3.73,-3.73,2.34,4.65,-9.99,1.87,-9.99,1.87,-4.32,8.29,-4.32,8.29,-7.89,4.26,-7.89,4.26
2019-04-25,70400,002564,13.18,8.47,5.27,10.26,4.8,10.26,5.21,0,1.41,-2.81,-7.24,2.27,-2.41,-7.24,-1.53,2.6,3.83,7.81,-10.03,-2.65,-10.03,-1.77,-8.96,-0.6,-8.96,-1.49,-6.58,1.99,-6.58,1.07
2019-04-25,73000,000544,3.25,3.25,7.3,13.06,2.34,12.57,10,-0.43,6.48,6.48,-4.52,7.95,5.48,-4.11,-6.29,-4.71,-4.57,-2,-8.23,-0.75,-7.93,-0.6,-7.8,-0.45,-8.1,-0.6,-12.14,-5.14,-12.43,-5.29
2019-04-25,76300,002600,21.11,7.77,7.4,14,9.47,13.68,3.85,-0.28,2.02,-9.22,-8.26,4.59,-4.46,-7.99,-9.97,-4.42,-9.97,-0.43,-9.97,-2.69,-9.97,-1.11,-15.2,-6.86,-15.2,-8.35,-18.95,-10.97,-18.95,-12.39
2019-04-25,69700,000637,15.78,12.78,0.12,11.06,5.55,6.17,0.59,-4.41,-2.52,-5.05,-6.6,3.73,-1.72,-2.3,-9.99,-5.43,-9.99,-0.15,-9.95,-0.16,-9.95,-0.16,-14.29,-4.97,-14.29,-4.97,-18.94,-10.13,-18.94,-10.13
2019-04-25,121900,002158,9.72,8.26,4.67,13.07,3.4,11.25,7.59,-1.61,1.62,0.27,-9.6,2.21,-1.15,-8.12,-0.71,-0.71,10,10,2.27,4.55,5.28,9.98,16.64,21.85,13.31,15.83,15.8,20.98,12.5,15
2019-04-25,111200,002093,9.66,9.23,6.6,13.07,6.56,13.07,6.11,0,0.69,0.3,-5.76,6.56,0,-5.76,-10.02,-4.68,-8.3,-1.43,-9.99,0,-9.99,2.29,-13.41,-1.6,-13.41,-3.8,-17.46,-6.2,-17.46,-8.3
